 "ETL_DATE","BR_CODE","BR_NAME","REGION_CODE","REGION_NAME"
20180329,BO-HO-VHH161400,B? ph?n H? tr? Qu?n tr? H? th?ng,,
20180329,BO-HO-VHH190200,B? ph?n Ki?m soát sau,,
20180329,CNT13000,Phòng Phân tích Nghi?p v? và Ki?m  th?,,
20180329,DNG010000,Ban Giám d?c,,
20180329,FO-CN-AGG030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-BCT020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-BDI020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-BNH02,Phòng D?ch v? khách hàng,,
20180329,FO-CN-BTH020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-CLE030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-CPA030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-CTO030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-DDA030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-DLK030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-DOT000000,TPBank Ðô Thành,,
20180329,FO-CN-HBT010000,Ban Giám d?c,,
20180329,FO-CN-HGM010000,Ban Giám d?c,,
20180329,FO-CN-LDM010000,Ban Giám d?c,,
20180329,FO-CN-MDH010000,Ban Giám d?c,,
20180329,FO-CN-NGA010000,Ban Giám d?c,,
20180329,FO-CN-NOH010000,Ban Giám d?c,,
20180329,FO-CN-PDL010000,Ban Giám d?c,,
20180329,FO-CN-PMH010000,Ban Giám d?c,,
20180329,FO-CN-Q4030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-SGN030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TBH030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-THA010000,Ban Giám d?c,,
20180329,FO-CN-THN040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TLG030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTI020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-TTKDBHA04,Phòng Khách hàng Doanh nghi?p,,
20180329,BO-HO-PC000000,Kh?i Pháp ch? và X? lý n?,,
20180329,BO-HO-PRM000000,"Trung tâm Truy?n thông, QLTH và Marketing",,
20180329,BO-HO-QRR020100,Nhóm Qu?n lý danh m?c tín d?ng,,
20180329,BO-HO-QRR080000,Trung tâm Giám sát Tín d?ng,,
20180329,BO-HO-TCH020000,Trung tâm k? ho?ch và Thông tin qu?n tr?,,
20180329,BO-HO-TDG080000,Phòng Tái th?m d?nh Tín d?ng KHDN 1,,
20180329,BO-HO-TDG140200,Phòng Th?m d?nh Tài s?n mi?n B?c,,
20180329,BO-HO-VHH120000,Nhóm Qu?n lý h? th?ng v?n hành,,
20180329,BO-HO-VHH160900,Phòng H? tr? tín d?ng Ngân hàng Cá nhân có TSBÐ mi?n B?c,,
20180329,BO-HO-VHH190000,Trung tâm Nghi?p v? Giao d?ch và Kho qu?,,
20180329,CNT11000,Phòng V?n hành H? t?ng,,
20180329,CNT19000,B? ph?n Qu?n tr? D? án,,
20180329,FO-CN-AGG010000,Ban Giám d?c,,
20180329,FO-CN-BCH030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-BDG030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-BHA030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-BT040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-CLE010000,Ban Giám d?c,,
20180329,FO-CN-CPA010000,Ban Giám d?c,,
20180329,FO-CN-CTO010000,Ban Giám d?c,,
20180329,FO-CN-DDA010000,Ban Giám d?c,,
20180329,FO-CN-DLK010000,Ban Giám d?c,,
20180329,FO-CN-DNI040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-GDH040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-HCM040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-HKM040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-HMN040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-HPG040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-HMI010000,Ban Giám d?c,,
20180329,FO-CN-HNI010000,Ban Giám d?c,,
20180329,FO-CN-HTH010000,Ban Giám d?c,,
20180329,FO-CN-KD.HTH03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-LBN030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-LNH030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-NDH040000,Phòng Khách hàng doanh nghi?p,,
20180329,FO-CN-NHN030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-NTG030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-PHG030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-Q4040000,Phòng Khách hàng Doanh nghi?p,,
20180329,BO-CN-BDI050000,Phòng V?n hành,,
20180329,BO-CN-CPA050000,Phòng V?n hành,,
20180329,BO-CN-DOT050000,Phòng V?n hành,,
20180329,BO-CN-HNI050000,Phòng V?n hành,,
20180329,BO-CN-LNH050000,Phòng V?n hành,,
20180329,BO-CN-PHG050000,Phòng V?n hành,,
20180329,BO-CN-TDC050000,Phòng V?n hành,,
20180329,BO-CN-TLG050000,Phòng V?n hành,,
20180329,BO-CN-TTKDCHA02,Phòng V?n hành,,
20180329,BO-CN-TTKDNAN02,Phòng V?n hành,,
20180329,BO-CN-TTKDTXN02,Phòng V?n hành,,
20180329,BO-DT020000,Phòng Phân tích và Qu?n lý Tín d?ng,,
20180329,BO-HO-BKS010700,Phòng Ki?m toán Tín d?ng,,
20180329,BO-HO-CNT010000,Ban Giám d?c,,
20180329,BO-HO-KCN010000,Ban Giám d?c,,
20180329,BO-HO-KCN120000,Phòng Call Center,,
20180329,BO-HO-KCN220300,M?ng Qu?n tr? r?i ro,,
20180329,BO-HO-KDN180000,Trung tâm Khách hàng Doanh nghi?p mi?n Nam,,
20180329,FO-CN-SGN040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TBH040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TDO040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-THC040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-THU010000,Ban Giám d?c,,
20180329,FO-CN-TSG010000,Ban Giám d?c,,
20180329,FO-CN-TTI010000,Ban Giám d?c,,
20180329,FO-CN-TTKD.otoHCM,Trung tâm kinh doanh s?n ph?m ô tô TP. H? Chí Minh,,
20180329,FO-CN-HPG030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-HVG030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-LBN020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-LNH020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-NDH010000,Ban Giám d?c,,
20180329,FO-CN-HVG040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-LBN010000,Ban giám d?c,,
20180329,FO-CN-LNH010000,Ban Giám d?c,,
20180329,FO-CN-NDH020000,Phòng D?ch v? khách hàng,,
20180329,FO-CN-NHN010000,Ban Giám d?c,,
20180329,FO-CN-NTG010000,Ban Giám d?c,,
20180329,FO-CN-PHG010000,Ban Giám d?c,,
20180329,FO-CN-Q4020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-SGN020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-TBH020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-TDO020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-THC020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-THO040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TLG040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TT.BTAH04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKD.THU000000,Trung tâm Kinh doanh Tô Hi?u,,
20180329,FO-CN-TTKDBNH04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-DT010000,Trung tâm Ð?u tu,,
20180329,FO-HO-BTT070000,Trung tâm Bán mi?n B?c 2,,
20180329,FO-HO-BTT180000,Trung tâm Bán mi?n Nam 4,,
20180329,FO-HO-KDN000000,Kh?i Ngân hàng Doanh nghi?p,,
20180329,FO-HO-KNV030000,Trung tâm Ð?nh ch? tài chính,,
20180329,FO-HO-KNV070300,B? ph?n Chính sách s?n ph?m và Qu?n lý bán,,
20180329,HKM050100,B? ph?n Hành chính Qu?n tr?,,
20180329,LSLevel1Code,Level1VN,,
20180329,PBMB05,Phòng Kinh doanh KHCC mi?n B?c 4,,
20180329,VHH15010000,Phòng Thanh toán Trong nu?c,,
20180329,VHH180300,Phòng Qu?n lý D?ch v? H?u c?n Chi nhánh,,
20180329,BO-HO-QRR040000,Nhóm D? án Qu?n tr? R?i ro,,
20180329,BO-HO-QRR080300,"B? ph?n Giám sát, Ki?m tra và Co c?u Tín d?ng",,
20180329,BO-HO-TCH020600,Phòng MIS RB&KPP,,
20180329,BO-HO-TDG110000,Phòng Tái th?m d?nh Tín d?ng KHCN 2,,
20180329,HNI050100,B? ph?n Hành chính Qu?n tr?,,
20180329,LSLevel3Code,Level3VN,,
20180329,TCH020400,B? ph?n Qu?n lý Ngân sách,,
20180329,VHH150300,"Phòng Tác nghi?p Giao d?ch Ngu?n v?n, Th? tru?ng Ti?n t?, Ð?u tu và Ngân hàng Luu ký",,
20180329,BO-HO-PRM090000,Nhóm Van hóa Ðoàn th?,,
20180329,BO-HO-QRR050300,Nhóm Qu?n tr? d? li?u r?i ro,,
20180329,BO-HO-QRR110000,Phòng Qu?n tr? R?i ro Tín d?ng,,
20180329,BO-HO-TCH050000,K? toán tru?ng,,
20180329,BO-HO-TDG130000,Phòng Tái th?m d?nh Tín d?ng KHDN 3,,
20180329,BO-HO-VHH010000,Ban Giám d?c,,
20180329,BO-HO-VHH160500,Phòng H? tr? Tín d?ng Ngân hàng Doanh nghi?p mi?n Nam,,
20180329,BO-HO-VHH170100,B? ph?n Qu?n lý R?i ro th?,,
20180329,BO-HO-VPT000000,Van Phòng T?ng giám d?c,,
20180329,FO-CN-BTH030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-CLE040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-CPA040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-CTO040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-DDA040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-DLK040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-DNI030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-GDH010000,Ban Giám d?c,,
20180329,FO-CN-HCM010000,Ban Giám d?c,,
20180329,FO-CN-HKM010000,Ban Giám d?c,,
20180329,FO-CN-HMN010000,Ban Giám d?c,,
20180329,PBMB04,Phòng Kinh doanh KHCC mi?n B?c 2,,
20180329,VHH110200,Van phòng mi?n Nam,,
20180329,VHH180200,Phòng Ch?t lu?ng D?ch v? Khách hàng,,
20180329,FO-DT050000,Phòng Ngân hàng Luu ký,,
20180329,FO-HO-BTT140000,Trung tâm Bán Ngh? An,,
20180329,FO-HO-DTDNL000000,Kh?i Ð?u tu và Khách hàng Doanh nghi?p l?n,,
20180329,FO-HO-KDSPDB04,B? ph?n Kinh doanh s?n ph?m cho vay tín ch?p,,
20180329,FO-HO-KNV060000,Phòng T? doanh Ngo?i t?,,
20180329,Fo-CN-DOT010000,Ban Giám d?c,,
20180329,KGG,TPBank Kiên Giang,,
20180329,PBMB01,Phòng Qu?n lý và Ði?u ph?i D?ch v? KHCC,,
20180329,TCH050300,B? ph?n K? toán Tài chính khu v?c Mi?n Nam,,
20180329,VHH170200,"Phòng Qu?n lý và V?n hành ATM, POS, mPOS",,
20180329,BO-HO-QRR010000,Ban Giám d?c,,
20180329,BO-HO-QRR070000,Phòng Qu?n tr? r?i ro th? tru?ng,,
20180329,BO-HO-TCH010000,Ban Giám d?c,,
20180329,BO-HO-TDG010000,Ban Giám d?c,,
20180329,BO-HO-TDG140100,Phòng Th?m d?nh Tài s?n mi?n Nam,,
20180329,KNV050400,Phòng Ti?n t? Thanh kho?n,,
20180329,PBMB03,Phòng Kinh doanh KHCC mi?n B?c 3,,
20180329,TCH050500,Phòng K? toán Chi tiêu N?i b? H?i s? và Mi?n B?c,,
20180329,VHH180100,Phòng Ch?t lu?ng D?ch v? N?i b?,,
20180329,BO-HO-QRR020200,Nhóm Giám sát tuân th? tín d?ng,,
20180329,BO-HO-QRR080100,Ban Giám d?c,,
20180329,BO-HO-TCH020400,Phòng K? ho?ch và PTTC,,
20180329,BO-HO-TDG090000,Phòng Tái th?m d?nh Tín d?ng KHDN 2,,
20180329,BO-HO-TDG140400,B? ph?n Giám sát TSBÐ và Van b?n TSBÐ,,
20180329,BO-HO-VHH150000,Trung tâm X? lý Nghi?p v?,,
20180329,BO-HO-VHH161300,B? ph?n dang ký giao d?ch b?o d?m tài s?n mi?n Nam,,
20180329,BO-HO-VHH190100,B? ph?n Nghi?p v? D?ch v? khách hàng,,
20180329,"922",TTGD TU DONG LIVEBANK QUANG NINH,,
20180329,"059",TRUNG TAM KHCC MIEN BAC 2,,
20180329,"082",TRUNG TAM KHCC MIEN BAC 3,,
20180329,FO-CN-TTKDHSO01,Ban Giám d?c,,
20180329,FO-CN-TTKDNAN04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDQNH01,Ban Giám d?c,,
20180329,FO-CN-TTKDTXN01,Ban Giám d?c,,
20180329,FO-CN-TTTHHBT01,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-VIH020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-otoHCM01,Phòng Kinh doanh khu v?c Qu?n 7,,
20180329,FO-CN-otoHN06,Ban Giám d?c,,
20180329,FO-CN-TTKDBTH01,Ban Giám d?c,,
20180329,BO-CN-BCH050000,Phòng V?n hành,,
20180329,BO-CN-CHA050000,Phòng V?n hành,,
20180329,BO-CN-DLK050000,Phòng V?n hành,,
20180329,BO-CN-HKM050000,Phòng V?n hành,,
20180329,BO-CN-KGG050000,Phòng V?n hành,,
20180329,BO-CN-NOH050000,Phòng V?n hành,,
20180329,BO-CN-SGN050000,Phòng V?n hành,,
20180329,BO-CN-THN050000,Phòng V?n hành,,
20180329,BO-CN-TTKDBNH02,Phòng V?n hành,,
20180329,FO-CN-TTKDBTH02,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDCLE02,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDDDA01,Ban Giám d?c,,
20180329,FO-CN-TTKDHSO03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDNSG03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDQNH04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDTXN04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTTHHBT04,Phòng Khách hàng Cá nhân (BTT),,
20180329,FO-CN-VIH040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-otoHCM03,Phòng Kinh doanh khu v?c Qu?n 5,,
20180329,FO-CN-otoHN08,Phòng Kinh doanh khu v?c Vinh Phúc,,
20180329,BO-CN-BDG050000,Phòng V?n hành,,
20180329,BO-CN-CLG050000,Phòng V?n hành,,
20180329,BO-CN-DNI050000,Phòng V?n hành,,
20180329,BO-CN-HMN050000,Phòng V?n hành,,
20180329,BO-CN-LDM050000,Phòng V?n hành,,
20180329,BO-CN-PDL050000,Phòng V?n hành,,
20180329,BO-CN-TBH050000,Phòng V?n hành,,
20180329,BO-CN-THU050000,Phòng V?n hành,,
20180329,FO-CN-NHN020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-NTG020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-PHG020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-Q1000000,TPBank Qu?n 1,,
20180329,FO-CN-QNH040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-STY040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TDO030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-THC030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-THU040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TSG040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKD.THA000000,Trung tâm Kinh doanh Thanh Hóa,,
20180329,BO-HO-KNV060000,Phòng Qu?n lý và H? tr? Kinh doanh,,
20180329,BO-HO-PC080000,Phòng X? lý n? mi?n B?c,,
20180329,BO-HO-PRM080000,Nhóm Digital Marketing,,
20180329,BO-HO-QRR050000,Phòng Mô hình R?i ro,,
20180329,BO-HO-QRR080700,"Phòng Giám sát, Ki?m tra và Co c?u tín d?ng KHDN SME",,
20180329,BO-HO-TCH030000,Phòng H? tr? ALCO (ASU),,
20180329,BO-HO-TDG120000,B? ph?n Xây d?ng Van b?n Nghi?p v? Tín d?ng,,
20180329,BO-HO-VHH000000,Kh?i V?n hành,,
20180329,BO-HO-VHH160400,Phòng H? tr? Tín d?ng Ngân hàng Doanh nghi?p mi?n B?c,,
20180329,BO-HO-VHH170000,Trung tâm V?n hành th?,,
20180329,BO-HO-VPQ000000,Van phòng HÐQT,,
20180329,CNT15000,Phòng ?ng d?ng Core & Mis,,
20180329,DNI050100,B? ph?n Hành chính Qu?n tr?,,
20180329,FO-CN-AGG060000,Phòng Phát tri?n Khách hàng Nông nghi?p KV T? Giác Long Xuyên,,
20180329,FO-CN-BCT040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-BDI040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-BNH04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-CHA020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-CLG020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-CTG020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-DAN02,Phòng D?ch v? khách hàng,,
20180329,FO-CN-DDO020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-DNG030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-DOT030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-HBT030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-HGM030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-HMI030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-HNI030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-HTH030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-KGG010000,Ban Giám d?c,,
20180329,FO-CN-LDM020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-MDH020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-NGA020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-NOH020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-PDL020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-PMH020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-QNH010000,Ban Giám d?c,,
20180329,FO-CN-STY010000,Ban Giám d?c,,
20180329,FO-CN-TDC020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-THA020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-THN010000,Ban Giám d?c,,
20180329,FO-CN-THU030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TSG030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTI030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDBHA03,Phòng Khách hàng cá nhân,,
20180329,FO-CN-TTKDCGY03,Phòng Khách hàng cá nhân,,
20180329,FO-CN-TTKDCLG01,Ban Giám d?c,,
20180329,FO-CN-TTKDDDA04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDMDH03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDPMH03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDTAN03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDVIH01,Ban Giám Ð?c,,
20180329,FO-CN-TTTHHVG02,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-XLA010000,Ban Giám d?c,,
20180329,FO-CN-NGA030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-NOH030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-PDL030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-PMH030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-QNH020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-STY020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-TDC030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-THA030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-THU020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-TSG020000,Phòng D?ch v? Khách hàng,,
20180329,FO-CN-TTI040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDBNH03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDCGY04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDCLG03,Phòng khách hàng cá nhân,,
20180329,FO-CN-TTKDHKM01,Ban Giám d?c,,
20180329,FO-CN-TTKDMDH01,Ban Giám d?c,,
20180329,FO-CN-TTKDPMH01,Ban Giám d?c,,
20180329,FO-CN-TTKDQNH03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDTXN03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTTHHVG01,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-VIH010000,Ban Giám d?c,,
20180329,FO-CN-otoHCM02,Phòng Kinh doanh khu v?c Tân Bình,,
20180329,FO-CN-otoHN07,Phòng Kinh doanh khu v?c Thái Nguyên,,
20180329,FO-HO-BTT000000,Kh?i Bán tr?c ti?p,,
20180329,FO-HO-BTT150000,Trung tâm Bán Ðak Lak,,
20180329,FO-HO-KCN000000,Kh?i Ngân hàng Cá nhân,,
20180329,FO-HO-KDSPDB05,B? ph?n kinh doanh s?n ph?m cho vay th? ch?p,,
20180329,FO-HO-KNV061000,B? ph?n T? doanh ngo?i t?/ngo?i t? tài kho?n,,
20180329,HBT050200,B? ph?n H? tr? Tín d?ng,,
20180329,KNV030300,B? ph?n Phân tích Ð?nh ch? tài chính,,
20180329,PBMB02,Phòng Kinh doanh KHCC mi?n B?c 1,,
20180329,TCH050400,B? ph?n Thu?,,
20180329,VHH170300,Phòng Thanh toán Ð?i soát,,
20180329,FO-DT030000,Trung tâm Khách hàng Doanh nghi?p l?n mi?n Nam,,
20180329,FO-HO-BTT120000,Trung tâm Bán mi?n Nam 2,,
20180329,FO-HO-BTT200000,Trung tâm Bán Mi?n Nam 5,,
20180329,FO-HO-KDSPDB02,B? ph?n Kinh doanh s?n ph?m tr? luong,,
20180329,FO-HO-KNV034000,B? ph?n Phân tích & Chi?n lu?c Ð?nh ch? tài chính,,
20180329,FO-HO-TTKDSPDB000000,Trung tâm Kinh doanh S?n ph?m Ð?c bi?t,,
20180329,FO-CN-TTKDCHA03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDCTO01,Ban Giám d?c,,
20180329,FO-CN-TTKDHKM03,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDMDH04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDPMH04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDTAN01,Ban Giám d?c,,
20180329,FO-CN-TTKDVIH03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTTHHVG04,Phòng Khách hàng Cá nhân (BTT),,
20180329,FO-CN-VIH030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-otoHCM05,Ban Giám d?c,,
20180329,FO-CN-otoHN09,Phòng Kinh doanh khu v?c H?i Duong,,
20180329,FO-HO-BTT060000,Trung tâm Bán mi?n Nam 1,,
20180329,FO-HO-BTT170000,Trung tâm Bán mi?n Nam 3,,
20180329,FO-HO-KCN220000,Trung tâm Fico,,
20180329,FO-HO-KNV000000,Kh?i Ngu?n v?n và Th? tru?ng Tài chính,,
20180329,FO-HO-KNV070000,Phòng Kinh doanh Ngo?i t? và SPPS,,
20180329,BO-CN-TTKDCL04,Phòng V?n hành,,
20180329,BO-CN-TTKDNSG02,Phòng V?n hành,,
20180329,BO-CN-TTKDVIH02,Phòng V?n hành,,
20180329,BO-HO-BDH000000,Ban Ði?u hành,,
20180329,BO-HO-BKS010800,Phòng Ki?m toán các nghi?p v? khác,,
20180329,BO-HO-CNT070000,Phòng V?n hành ?ng d?ng,,
20180329,BO-HO-KCN030000,Phòng S?n ph?m Cho vay,,
20180329,BO-HO-KCN130000,B? ph?n Marketing S?n ph?m,,
20180329,BO-HO-KCN220400,M?ng V?n hành,,
20180329,BO-HO-KDN190000,B? ph?n Ngân hàng Ði?n t? Doanh nghi?p,,
20180329,HCM050200,B? ph?n H? tr? Tín d?ng,,
20180329,KNV050500,Phòng Kinh doanh Gi?y t? có giá,,
20180329,BO-HO-PC010000,Ban Giám d?c,,
20180329,BO-HO-PRM030000,B? ph?n Thi?t k?,,
20180329,CNT16000,Phòng S? hóa Quy trình,,
20180329,DNI050200,B? ph?n H? tr? Tín d?ng,,
20180329,FO-CN-BCH040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-BDG040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-BHA040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-BT030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-CHA030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-CLG030000,Phòng Khách hàng Cá nhân,,
20180329,VHH180400,B? ph?n C?i ti?n Quy trình,,
20180329,FO-HO-BTT050000,Trung tâm Bán mi?n B?c 1,,
20180329,FO-HO-BTT160000,Trung tâm Bán mi?n B?c 3,,
20180329,FO-HO-KCN080000,Trung tâm Khách hàng Cao c?p Mi?n Nam,,
20180329,FO-HO-KDSPDB06,Nhóm H? tr? tín d?ng và H? tr? kinh doanh,,
20180329,FO-HO-KNV062000,B? ph?n T? doanh ngo?i t? USDVND,,
20180329,HCM050100,B? ph?n Hành chính Qu?n tr?,,
20180329,FO-CN-TTKDCLE03,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDDDA03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTKDHSO04,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDNSG01,Ban Giám d?c,,
20180329,FO-CN-TTKDQ304,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-TTKDTHU03,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TTTHHBT02,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-TXN030000,Phòng Khách hàng Cá nhân,,
20180329,FO-CN-XLA040000,Phòng Khách hàng Doanh nghi?p,,
20180329,FO-CN-otoHN03,Phòng Kinh doanh khu v?c Hà Ðông,,
20180329,FO-DT040000,Ban Giám d?c,,
20180329,FO-HO-BTT130000,Trung tâm bán Qu?ng Ninh,,
20180329,FO-HO-BTT210000,Trung tâm Bán Mi?n B?c 4,,
20180329,FO-HO-KDSPDB03,B? ph?n Kinh doanh s?n ph?m mPOS và th? tín d?ng,,
20180329,FO-HO-KNV050000,Trung tâm Th? tru?ng Ti?n t?,,
